title,paragraph,url,query
"When AI Tools Yield Bad Journalism, Who Is Held Accountable?","“Advances in AI are making it possible to develop insidious and highly dangerous attacks at low cost,” said Vincent Berthier of nonprofit Reporters Without Borders to WaPo at the time. “Whether it’s fake journalists, phony media outlets, or deepfakes, assaults on the credibility of the media are becoming increasingly apparent.”",https://www.yahoo.com/news/articles/ai-tools-yield-bad-journalism-170149312.html,AI journalism news
"When AI Tools Yield Bad Journalism, Who Is Held Accountable?","And that’s the thing, at the end of the day: The intrusion of AI into the world of both traditional journalism and online writing has continued to erode both the public perception of value that those fields possess, and the trust of the public in anything they read. Reporters are being dragooned into filling their work with elements of AI in the name of increasing efficiency, but at the cost of degrading the public’s opinion of that same writing they produce. And when the AI fails, as it so often does, suddenly the responsibility for “your own work” comes rushing back.",https://www.yahoo.com/news/articles/ai-tools-yield-bad-journalism-170149312.html,AI journalism news
"AI is writing the news, but who’s paying the price?","By the time you read this, AI has already written, edited, translated, and optimised a dozen other stories—perhaps even one about this very article. What once seemed like a newsroom experiment is now an operational necessity. From crunching financial data to tailoring editorial slants, AI has infiltrated every layer of journalism, reshaping how news is gathered, produced, and consumed. But as newsrooms embrace this technological leap, they also grapple with fundamental questions: Can AI preserve the trust and integrity of journalism? Who profits when algorithms write the news? And will human journalists remain essential—or just optional?",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","In just half a decade, AI has gone from a novelty to a necessity in journalism. A 2023 McKinsey survey found that 75% of organisations globally now use AI in at least one business function, and journalism is riding this wave. The JournalismAI project, led by the London School of Economics, reports that by 2024, a staggering 90% of surveyed newsrooms were integrating AI into news production workflows—up from just 40% in 2019. This surge reflects AI’s ability to tackle everything from data analysis to content delivery. “AI has proliferated across News Gathering, News Production, News Distribution, and Audience engagement. It’s contributing to various tasks—from analysing complex financial data to producing articles with a specific editorial tilt to auto-translating into multiple languages to customising article summaries as per reader interests,” Raghav Anand, Partner at EY, told BrandWagon Online. Yet, adoption isn’t uniform.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","Are readers embracing AI-generated content? The numbers say yes. A 2024 Microsoft survey revealed that 65% of Indians have used generative AI tools, dwarfing the global average of 31%. Engagement metrics tell an even juicier story. Speaking from an industry standpoint, media organizations in India are gradually adopting artificial intelligence technologies to enhance journalism in several areas, including the application of natural language processing tools for transcribing interviews or even summarizing speech, thus improving the entire newsgathering and production workflow. Indeed, applications powered by artificial intelligence do offer pretty good assistance with generating draft articles,” Deepit Purkayastha, Co-founder and CEO of Inshorts, shared.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","But there’s a catch. “If search engines deprioritise AI-generated content, traffic could drop. AI tools provide direct answers without sending users to original sources. If content creators don’t get traffic, they lose revenue,” Sanjay Sindhwani, CEO of The Indian Express Digital, warned. A 2023 Reuters Institute report echoes this, noting that 60% of publishers worry about declining search-driven ad revenue as AI chatbots like ChatGPT answer queries directly.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","Financially, AI is a double-edged sword. On the upside, it’s a cost-saver extraordinaire. “The majority of AI’s impact is on efficiency and automation of backend tasks,” said Anand. “By streamlining workflows, AI reduces operational costs and enables faster content creation, positively impacting ad revenues, subscriptions, and paid content models. AI-driven personalisation enhances audience engagement, increasing subscription retention and user willingness to pay for premium content,”Purkayastha added. A 2024 PwC study estimates that AI-driven automation could save media companies up to 30% on operational costs by 2026.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","Yet, over-reliance carries risks. “While AI enhances factual efficiency, human oversight remains crucial for ethical standards, unbiasedness, and credibility. Misinformation risks underline the need for responsible integration,” Purkayastha cautioned.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","Sindhwani framed AI as a productivity booster, not a cost-cutter: “It’s like moving from typewriters to Word documents. It allows journalists to focus on higher-value tasks.” But he’s sceptical about revenue stability: “If search volumes drop as AI answers queries directly, evergreen content could take a hit, shrinking ad dollars.”",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","AI’s rise hasn’t gone unchecked. Ethical concerns—misinformation, transparency, accountability—are mounting. UNESCO’s Global AI Ethics and Governance Observatory tracks these challenges, while the EU’s Energy Efficiency Directive nudges tech firms to report AI’s environmental footprint. In newsrooms, self-regulation is taking root.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","Still, regulation lags. A 2024 World Economic Forum report warns that only 20% of countries have comprehensive AI governance frameworks, leaving journalism vulnerable to misuse. Misinformation, amplified by AI’s speed, remains a top concern—especially after incidents like the 2023 AI-generated fake news scandal that briefly tanked a major stock index.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","What’s next? “By 2030, AI will influence all parts of journalism, evolving it into a live conversational and perspective-sharing experience,”Anand predicted a seismic shift. A 2024 Deloitte forecast aligns, projecting that AI will handle 50% of news production tasks by 2035. Media companies are gearing up—some by building bespoke tools, most by tweaking off-the-shelf AI. “Publications use AI for summarisation and metadata generation, but it still needs human validation,” said Sindhwani.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
"AI is writing the news, but who’s paying the price?","AI’s five-year sprint through journalism has been a game-changer—boosting efficiency, captivating audiences, and trimming costs. Yet, it’s not a free lunch. Ethical pitfalls, revenue uncertainties, and the need for human guardrails loom large. As Anand puts it, “AI will enhance journalists’ ability to reach wider audiences with lower costs.” But success hinges on balance—leveraging AI’s power while safeguarding journalism’s heart: courage, trust and truth. The next decade will test whether newsrooms can ride this wave or get swallowed by it. For now, one thing’s clear: AI isn’t just assisting—it’s rewriting the story of journalism itself.",https://www.financialexpress.com/business/brandwagon-ai-is-writing-the-news-but-whos-paying-the-price-3791242/,AI journalism news
AI jobs of the future change roles in journalism,"TUCSON, Ariz. (KGUN) — The rapid growth of artificial intelligence is changing industries all over the world including our own. But as we work to bring you the news and information you need every day, we're also trying to adapt and innovate to do our jobs better.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"I've been in television news for a while. Even at the beginning of my career when I first arrived at KGUN9, we had just moved beyond editing tape-to-tape so it's not as if we haven't tried to harness new technologies in this industry in the past to move forward.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"Television news has always been a visual medium, capturing video of the world around you to tell stories in the most clear and concise way possible. It's just a clearer picture post hi-definition. Pioneering reporter Edward R. Murrow said that TV was just lights and wires in a box if human beings didn't use it to ""teach, illuminate and inspire"" the general public. We've still got plenty of lights and wires, and computers, and access to radar equipment and a whole slew of tools including artificial intelligence.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"""When we talk about new technology that we use to tell stories like AI - this isn't exactly what I'm talking about. This image and this voice; they're not real""",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"""That's kind of a hard line for us in news. We don't want to be in the business of creating images that don't exist,"" said Keith St. Peter.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"Generative AI - creating images that aren't real. That's what Keith - our parent company Scripps Director of Newsroom AI is talking about. In fact, we don't really want to replace journalists with our digital counterparts. Take Keith's job, for example. It was created by AI. It didn't exist just a few months ago. But thanks to the need to use and teach how to incorporate this new tech, not fear what the future holds, Keith's career took a new turn.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,KGUN 9 News reporter Jaqueline Aguilar has worked in news for four years and she's coming up in an industry that's changing fast. She's learning to utilize Scripps' AI tool called Engine Room to take care of some of her day-to-day tasks.,https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"She's referring to posting articles on the web and our app from a script that looks pretty messy with commands meant for on-air broadcasting. But check out how long it takes. Instead of a 20 to 30 minute task, I put a script of mine into Engine Room's digital conversion tool and literally within seconds I've got the formatted script, potential titles for YouTube and social media, follow up story ideas, everything.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"""Any extra time I can use on my own to make the article pop more but at least I know the basics are done with the digital conversion tool,"" Jackie told me",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"You'll notice a disclaimer at the end that states that AI was used as a tool for the web story but there's always a review process with a manager; a living and breathing journalist whose experience is backed by years of gathering the news, talking to real people... not just in ones and zeros.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"""It's specifically not meant to replace a conversation with your manager when you need a script review. It's something that's meant to help augment the process entirely. It's essentially like bringing another perspective into the conversation,"" Keith told me.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
AI jobs of the future change roles in journalism,"Taming the digital wilderness will, no doubt, reveal even more challenges and opportunities over the next horizon which, at the pace that artificial intelligence advances, is already here.",https://www.kgun9.com/news/local-news/ai-jobs-of-the-future-change-roles-in-journalism,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","News Corp’s global chief executive has described news organisations as a valuable “input” for artificial intelligence, as the media empire signs an AI content licensing deal with Meta worth up to US$50m (A$71m) a year.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","In an upbeat presentation, the chief executive of Rupert Murdoch’s company, Robert Thomson, said the “reliable” breaking news and information in publications like the Australian, the Times of London and Dow Jones was “hard to beat” as an “input” for AI.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","The Meta deal, which was revealed by the Murdoch-owned Wall Street Journal earlier this week and is expected to last at least three years, will allow Facebook and Instagram’s parent company to scrape News Corp’s US and UK content to train its artificial-intelligence products.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","The outlets include the Journal and the New York Post, but the Australian mastheads, which include the Daily Telegraph and the Herald Sun, are not part of the deal.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","“We’re essentially an input company,” Thomson told a Morgan Stanley tech conference in San Francisco on Monday ahead of the landmark Meta deal.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","“The great threat in the age of AI is going to be to what you might call output companies. We’re an input in the way that semiconductors are an input, in the way that datacentres are an input, in the way that energy is an input.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","Thomson, who signed a $US250m, five-year deal with OpenAI in 2024, said the opportunities AI offered for news organisations were greater than the risks.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta",He said he took a “woo or sue” approach – in which he welcomed deals with AI companies but he would sue them if they took the publisher’s content illegally.,https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","Thomson said he had a good relationship with Sam Altman, the chief executive of OpenAI, and spoke to him often, as he did with Mark Zuckerberg, the chief executive of Meta.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","In Australia, News Corp has taken a more adversarial approach to social media companies, blaming them for social cohesion issues across the globe.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","News Corp Australia’s executive chair, Michael Miller, called for media to present a united front against the platforms and AI companies seeking content for free.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","News Corp has embraced the use of AI in its journalism as well. The Australian arm of the business introduced an in-house AI tool called “NewsGPT”, which some journalists have expressed concern about.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","The news media has seen artificial intelligence and its integration into search engines as a threat to the sustainability of professional journalism as Google has integrated AI into search, which has reduced the number of people who click through into news websites.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","The 2024 deal with ChatGPT developer OpenAI brought news content from the Journal, the Post, the Times and the Sunday Times to the artificial intelligence platform.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","Other publications, including the New York Times, have taken a different tack: suing OpenAI and Microsoft, the startup’s key backer, over the use of its content to train generative AI and large-language model systems.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"News Corp is essentially an AI ‘input company’, chief executive says, after US$150m deal with Meta","Meta made a multibillion-dollar investment into AI infrastructure last year, announcing a deal worth up to $US6bn with Corning, a manufacturer of complex materials for telecoms and electronics, to supply fibre optic cables for the tech company’s datacentres.",https://www.theguardian.com/media/2026/mar/04/news-corp-meta-ai-deal-us50m,AI journalism news
"AI’s Assault on Democracy, Sovereignty and the Economics of Truth – Outlook Business","This is not speculative. When ChatGPT launched in late 2022, it was remarkable for its fluency and breadth, but its practical utility for most professionals was severely limited by a single caveat: it had been trained on data only up to a certain date. For anything requiring recent context, including evolving market conditions, the latest policy announcements, breaking corporate developments, the system was functionally blind. Users joked that it was a brilliant conversationalist who had been living in a bunker for two years. It was a novelty, a toy for coders and curious minds, not the decision-support tool it has since become. What changed was the integration of real-time information - the live feed of news and current events that transformed ChatGPT from a parlour trick into a professional instrument.",https://www.outlookbusiness.com/deeptech/ais-assault-on-democracy-sovereignty-and-the-economics-of-truth,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"Artificial intelligence (AI) is reshaping industry after industry, and journalism is no exception. Yet rather than allow the news business to harness the technology’s potential, New York’s proposed FAIR News Act would bury newsrooms under compliance mandates, invite costly First Amendment litigation, and effectively prohibit media companies from capturing one of AI’s main productivity benefits.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"The legislation arrives at a moment when the journalism industry is under extraordinary financial strain. Revenues at the top 46 news sites fell 56 percent over the past decade, even as traffic rose 43 percent. More than 3,500 newspapers have shuttered since 2005, and those that remain have lost nearly two-thirds of their journalist workforce.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"AI tools are already helping surviving newsrooms transcribe interviews, summarize public records, analyze data, and draft article summaries and headlines. For the small and mid-sized local outlets that most desperately need AI’s productivity gains, compliance costs could consume the same resources that should be invested in actual journalism.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"The bill’s mandatory disclaimer provision, which requires news organizations to label any content that is “substantially composed, authored, or created through the use of generative artificial intelligence,” ventures into constitutionally treacherous territory. The Supreme Court has long held that compelled speech is generally as offensive to the First Amendment as suppressed speech (see Wooley v. Maynard or Miami Herald v. Tornillo).",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"While there are some narrow exceptions—such as the Zauderer test, which assesses whether the compelled speech is “purely factual and uncontroversial” and which directly addresses consumer deception—it would be difficult to argue that a vague message about AI assisting in content creation meets this standard. In fact, this requirement invites serious legal challenge.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"Perhaps most counterproductive is the bill’s prohibition on using AI to displace workers, reduce hours, or cut wages. Every transformative technology in history—from the printing press to the search engine—has succeeded by enabling fewer workers to produce more output, thereby freeing up resources for higher-value tasks or reducing consumer costs. A statutory command that newsrooms may adopt a revolutionary productivity tool but may never realize its productivity benefits does not preserve journalism; rather, it hastens the insolvency of outlets already on the brink.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"Consider what AI can do for a struggling local newsroom: It can automatically transcribe and summarize meetings that no reporter has the bandwidth to attend, generate first drafts of data-heavy reports, and even automate routine production tasks that consume hours of skilled journalists’ time. These efficiencies allow a shrinking workforce to serve a growing information need. The FAIR News Act would permit newsrooms to use these tools only if they promise never to let those efficiencies translate into staffing decisions that increase productivity—a promise no rational market actor should make and no functioning business should implement.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,"None of this is to suggest that AI in journalism raises no legitimate concerns. Questions about accuracy, source protection, and transparency are real; however, the market is already addressing them. Major outlets from The New York Times to The Washington Post have developed internal AI governance frameworks that balance innovation with editorial standards, precisely because their credibility depends on maintaining reader trust. The market incentive to get AI right is more powerful than any state mandate and far more adaptable to a technology that evolves faster than any legislature can regulate.",https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
New York’s FAIR News Act Would Set the Already Struggling Journalism Industry Back,New York is the center of the American news industry. Journalism needs the freedom to deploy AI in whatever configuration best serves readers and sustains the enterprise. What it emphatically does not need is lawmakers in Albany telling publishers how to run their newsrooms.,https://www.rstreet.org/commentary/new-yorks-fair-news-act-would-set-the-already-struggling-journalism-industry-back/,AI journalism news
Hyperlocal AI with a million subscribers.,"Patch, according to Warren St. John, its CEO, is “a little shop that’s trying to do this kind of antiquated thing that everybody is giving up on.” That “antiquated thing”—hyperlocal news—became less old-timey when, last spring, the company announced the rollout of AI newsletters that could reach as many as thirty thousand communities. Give the site your zip code and it would produce a daily or twice-weekly newsletter customized for your town, for a minimum readership of one subscriber. “Once we get a sign-up, then we start generating it,” St. John told me. Since then, PatchAM, as it’s known, which carries local and national advertising, has been activated in fourteen thousand communities and has accrued nearly a million subscribers.",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Hyperlocal AI with a million subscribers.,"PatchAM provides the most value to places with few or zero outlets providing local news. The newsletters rely heavily on aggregation, automated event calendars, and posts from Nextdoor. They ask users to submit photos of their pets and throw in a riddle. “This is a utility,” St. John said. “This is not the high church of journalism. This is about creating a foothold in a relationship and meeting a need.” The PatchAM for my community—Frederick, Maryland—is functional, if strange. The top item in a recent newsletter (with national corporate sponsor T-Mobile) announced the public meeting of an obscure domestic violence panel. Others pulled items from a high school newspaper and from a national outlet, Straight Arrow News, that rates the bias of news stories (it happened to mention our city). There was nothing from the Frederick News-Post, our six-days-a-week paper, or the Baltimore Banner, which sometimes covers our county. I asked St. John if this was by design—it was not—though he stressed the newsletters try to avoid niche or divisive topics, such as local politics. “People don’t want everything about their community, they want the most important things,” he said. “They don’t want to know that tomorrow night in town is third-grade parent-teacher night. That’s not broadly relevant. But they would want to know that the Greek food festival is on Main Street this weekend and everybody’s invited.”",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Hyperlocal AI with a million subscribers.,"Patch is far from the only local news publisher experimenting with AI for tasks ranging from scraping meeting minutes to producing articles. In a recent column, the top editor of the Plain Dealer and Cleveland.com revealed that his newsroom had begun using “AI rewrite specialists” to all but eliminate writing from some reporters’ workloads. Last year, USA Today Co. (formerly Gannett), the largest newspaper publisher in the country, began using AI to create content for several of its hyperlocal sites in the Boston suburbs—two years after pausing its spotty AI-generated high school sports recaps. McClatchy has been doing a lot of experimenting with AI, including at the Tacoma News Tribune, in Washington State, rewriting local stories and packaging them as national clickbait. In Maine, the Midcoast Villager, a regional weekly, partnered with an AI startup that’s developing a tool to summarize public meetings for newsrooms—something that Patch is also working on. In a recent internal Slack conversation at the Associated Press, Aimee Rinehart, the company’s senior product manager for AI, wrote that many editors “would prefer an AI-written article to a human-written one.”",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Hyperlocal AI with a million subscribers.,"But there’s a reason to watch Patch in particular: the company knows how to turn a profit. It has mostly been in the black since its 2014 purchase by Charles Hale, an investor specializing in tech turnarounds. Under Hale Global’s ownership, Patch has been willing to experiment and fail. In 2023, the company ended a precursor to PatchAM that used humans, not AI, to curate newsletters on a much smaller scale; the program ultimately wasn’t viable. As a for-profit, Patch is always trying to solve for “some component of the riddle of how to make this sustainable,” St. John said. “We’ve never really taken the nonprofit route of shaking a tin can with a nickel in it and trying to get more nickels from billionaires. And no knock on that—it leads to some amazing nonprofit local journalism. But our piece of this has been to take on the business riddle, because we think that’s going to be the more sustainable thing. I think when you look at what happened at the Washington Post, you see what happens when a billionaire changes his mind.”",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Hyperlocal AI with a million subscribers.,"Patch’s AI does mess up. It might pull news from the wrong city. (“‘It’s the wrong Springfield’—we hear that at least single-digit times a week,” St. John said.) Readers also complain about links to paywalled sites, which is a feature, not a bug, of the algorithm, to St. John. “We want people to support the local news ecosystem. If our machine keeps sending you there, it’s because it’s a great source of local information,” he said. Only two news outlets in the country have opted out of PatchAM, he told me.",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Hyperlocal AI with a million subscribers.,"The good news—at least for human journalists—is that, according to a recent report from the Reuters Institute, even as media literacy declines, readers can identify AI-generated news content, and they do not like it as much as human writing. For publishers, the question becomes whether AI-produced news can create value for both subscribers and advertisers. “Can newsletters deliver something of value to people that they cannot easily get elsewhere for free?” Felix Simon, an author of the Reuters Institute report, wondered in an email to me. (St. John did not share how much the AI newsletters contribute to the company’s bottom line compared with its human-led sites.)",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Hyperlocal AI with a million subscribers.,"Patch’s next big AI endeavor is developing a tool to do the grunt work of recapping town meetings, which, unlike PatchAM, would be used in the company’s newsrooms. “Can we take a long, boring town hall meeting on YouTube and generate a transcript and then summarize that and scan it for news nuggets? We’re trying all sorts of things to speed us along,” St. John said. “If people are sending rockets into space and cars are driving themselves, I think we can apply this technology to do our jobs better and more efficiently.”",https://www.cjr.org/feature/hyperlocal-ai-patch-newsletter-million-subscribers.php,AI journalism news
Deepfakes and AI tools fuelling rise in US cyber fraud,"Washington: The rapid rise of artificial intelligence (AI) and deepfake technology is driving a sharp increase in financial scams in the United States, lawmakers were told during a congressional hearing, as banks and credit unions warned that criminals are using advanced digital tools to impersonate victims and steal billions of dollars.",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,"The issue was discussed during a hearing of the House Financial Services Subcommittee on Financial Institutions, where lawmakers examined the growing threat of fraud and online scams targeting American families, senior citizens and small businesses.",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,Subcommittee Chairman Andy Barr said the scale of financial fraud has expanded significantly as criminal networks adopt emerging technologies and operate across international borders.,https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,"“Fraud and scam losses are not abstract statistics,” Barr said during the hearing. “They represent retirement savings wiped out, college funds drained, and small business accounts emptied overnight.”",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,"Citing FBI data, Barr said Americans reported $16.6 billion in cybercrime losses in 2024, marking a 33 per cent increase compared with the previous year.",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,"Lawmakers said criminal groups are increasingly using AI tools, voice cloning, deepfake videos, spoofed caller IDs and fake investment platforms to deceive victims and gain access to funds.",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,"Barr noted that banks and credit unions often become the last line of defence against these scams, even though many of them originate on digital platforms or outside the United States.",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,Ranking member Bill Foster said fraud and scam activity has continued to grow despite greater attention from regulators and law enforcement agencies.,https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,"“Scams are moving online, and the perpetrators are becoming more sophisticated,” Foster said. He added that criminals are now using artificial intelligence and deepfakes to forge documents, impersonate individuals and create convincing false identities to trick victims into sending money.",https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
Deepfakes and AI tools fuelling rise in US cyber fraud,Witnesses at the hearing told lawmakers that community banks and credit unions are increasingly confronting sophisticated fraud attempts while trying to safeguard customers and detect suspicious transactions.,https://english.mathrubhumi.com/technology/deepfakes-and-ai-tools-fuelling-rise-in-us-cyber-fraud-ph04ufw7,deepfake technology news
